"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","id","w","s","true_theta"
NA,NA,0.924787546306513,1,NA,0.910134348509719,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0.861476470464032,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,185,1.40456414100315,0.12217381519097,0.403718851950581
NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924790420357649,NA,1,NA,NA,NA,0.96831037064477,NA,NA,NA,NA,NA,0.950790932118267,1,0,NA,186,0.669601486806435,0.516168644533642,1.25390561074964
NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,0.592877277030076,0.869651604924164,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756832410255149,NA,NA,NA,NA,NA,0.720029909876903,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,187,0.15052662312502,-2.33235515475004,-0.879286942137625
0.904136921187301,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892448623401242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0.870328957748321,0.78108797421286,NA,NA,NA,NA,0.83607813630896,NA,0.571439803606455,0,188,-0.950107079732558,-0.568318411359065,-0.391797619112433
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.956168390818507,NA,NA,NA,NA,NA,NA,0.642559039460769,NA,NA,NA,NA,NA,NA,1,NA,0.862672326270663,NA,NA,NA,0.86886971495352,NA,NA,NA,NA,1,0.925645167698213,NA,0.899576648557457,NA,NA,NA,NA,NA,0.898633934402266,NA,NA,0,189,0.478767743888604,-2.22404733294875,-0.625438272975393
0.92116721612758,0.735174359684892,0.742981207697915,NA,NA,NA,0.719655014090264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580816950990585,NA,NA,0.811000699368135,NA,NA,NA,NA,0,NA,NA,0.139631671839999,NA,0.683633093427482,NA,NA,NA,NA,NA,NA,NA,0.185743547992317,NA,NA,NA,NA,NA,190,-0.136004494547705,-0.546738332784302,-0.934340176750542
NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901459723313515,NA,NA,NA,NA,0.788775918284066,0,NA,NA,NA,1,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,NA,191,0.404176288074499,-1.1122384819223,-1.54036977333804
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862769537894466,NA,NA,NA,NA,1,NA,0.845091262314678,NA,NA,NA,0,NA,0,NA,NA,NA,0.842041564209592,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.85410153875395,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,-0.617431483956783,-0.913918082049509,-0.645494939852671
NA,0.963581816689576,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996432216275733,NA,0,NA,0.948629222941981,NA,NA,NA,NA,0.948104307306615,NA,NA,NA,NA,NA,0.984118477432511,NA,NA,1,0.97128025012624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,193,-0.556881299131753,-0.467028562797383,0.738279478218966
NA,NA,0.930831158265847,1,NA,0.824946162031258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.912485072328978,NA,NA,NA,0.931431340478486,NA,NA,0.863458136687666,NA,NA,NA,NA,0,NA,NA,NA,0.870274140826543,NA,NA,NA,NA,0.844904870773914,NA,NA,194,-0.0254420097140472,-0.27988575237314,-0.319950989306022
NA,NA,0.908960516991798,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.90250837029923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836573996388485,NA,NA,0.874641279985088,NA,0,NA,NA,0.934277925074682,0.885382785385628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.795823267163486,NA,NA,0.803539219885194,NA,NA,195,-2.044569323463,-0.408930856400341,-0.0786319655831234
NA,NA,NA,NA,NA,NA,0.834485188510421,NA,NA,NA,NA,NA,NA,NA,NA,0.682529126288097,NA,0.963090898714053,NA,0,NA,NA,0.870831122387883,NA,NA,NA,NA,NA,0.574233022715465,NA,NA,NA,NA,NA,0.678335453762465,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.877831721330896,NA,0.802929160981976,NA,NA,196,-0.487294369191281,-1.06837680538111,-1.21908935192834
NA,0.91221065591574,NA,NA,NA,NA,NA,NA,0.629234080359673,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.770204099410666,0,0.657622233760186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.634343451663983,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,-1.40074581197848,-0.431363282087901,-0.571702211986533
NA,1,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.829214067805547,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,198,-0.345191014238779,-0.375790296624993,-0.256961446373058
NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,0.954542096137273,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909914918568236,NA,NA,1,NA,1,0.644136098800498,NA,NA,NA,NA,NA,NA,1,0.951758146224154,NA,NA,NA,0.883118711351348,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,1.53994152749257,0.49718266882726,0.383122292623142
NA,NA,NA,0,NA,NA,NA,NA,0.890473496748351,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642559982614299,NA,NA,NA,1,0.911470718885339,NA,NA,0,200,-0.244069657563607,-1.36045906060486,-0.0744793248736245
NA,NA,NA,NA,0.519312402783261,0.740414156212896,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.619162064461716,0.802556142398538,NA,NA,NA,NA,NA,0,0.502899040391445,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513928955665416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87313271806866,NA,0,201,-2.30468468324582,-1.17352054893176,-0.949081975662887
NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.983664701157021,0.948190845933542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986301445450019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0.979263177251606,NA,1,NA,0.985955519612454,0.970926532592619,NA,NA,202,-0.604548939180407,-0.104285576252174,1.17164612852201
1,NA,NA,NA,NA,NA,NA,0.984303652938689,NA,NA,0.899443418547126,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0.86985342818537,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,203,0.00556896753210638,-0.56183635449013,0.674830445870051
NA,0.97271114704012,NA,NA,NA,NA,0.950617667374579,NA,NA,0,NA,0.948698683402709,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.970332762452854,NA,0,NA,NA,NA,0.918515354525682,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,204,-0.0200479463485482,-0.864696714211334,0.34399259769567
NA,NA,1,NA,NA,NA,0.857478730425998,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.782963454018785,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,0.706122754856724,NA,205,1.48676077227852,0.294381735063604,0.160790697112176
0.913290390102303,NA,NA,0.913249779707091,NA,NA,NA,NA,1,NA,NA,0.759771132582331,NA,0.489150856291963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.957738403915211,NA,0.930834126549826,NA,NA,NA,NA,NA,NA,NA,NA,0.824114799648531,NA,NA,NA,NA,NA,NA,0.62504484484262,NA,NA,0.877509726555913,NA,NA,NA,206,-0.607286700465525,-0.138654642733685,-0.290765799137332
NA,0.912191372521489,NA,0,NA,NA,NA,NA,0.667590573003005,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,207,1.60051328311217,1.10680265139899,0.675099789220784
0.828600880213283,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,0.641315919498505,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0.69392037489057,0.750767790512561,NA,NA,NA,NA,NA,NA,208,1.1881324869468,-0.123101972164446,-1.47109378341713
NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.969035644132533,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,0.940601968137175,NA,NA,NA,0.894093550445817,NA,NA,NA,NA,NA,NA,NA,NA,0,209,1.24207495766104,0.15990221261904,-0.257012734718244
NA,NA,0.918514837176837,NA,NA,NA,0.949239405247621,NA,NA,NA,NA,NA,0.928553422795653,NA,1,1,NA,NA,NA,0.914235675830636,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.975893306769423,NA,NA,NA,NA,NA,NA,NA,210,0.33374005004023,0.839081293933141,0.940731750609511
NA,0.663628226406137,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0.568632513882903,NA,NA,0,0.795757778315253,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902682571350006,NA,NA,NA,NA,NA,NA,0,0.424820901609994,NA,NA,NA,NA,NA,0,NA,NA,NA,211,-1.14304018582634,-1.23289640858675,-2.22231488036496
0.934032309074494,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35636222177472,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0.841093925107274,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806148003769407,0.67046061763025,NA,NA,NA,212,-0.937926692201698,-1.29085846268887,-1.380600937425
NA,1,NA,NA,NA,0,0.811449586556092,NA,NA,NA,NA,NA,NA,NA,0.937592213690307,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.96946529285381,NA,NA,NA,NA,NA,NA,0.875096067945003,0.89286073953558,NA,NA,NA,NA,NA,NA,1,0.90499178647852,NA,NA,NA,NA,NA,NA,213,0.488768548179041,0.0647435602780736,-0.174092825096531
1,NA,NA,NA,NA,NA,NA,0.958069235461469,NA,0.804570767542278,0,NA,0.986137846013797,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.936810326560477,NA,NA,NA,NA,NA,NA,NA,NA,214,0.307019766251134,0.154379532231276,0.631982781433143
NA,0.52531563125207,NA,NA,0.832207882212294,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.918218189057569,NA,NA,NA,0.775283546281388,NA,0.815259150119619,NA,215,0.4982868234439,-0.467774678666502,-0.779116683964167
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,216,-1.73414292140626,0.236601714036531,-0.34432656227457
NA,NA,0.904515856384219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925534456403797,NA,NA,1,NA,NA,NA,0.945726285599873,NA,NA,NA,NA,0.881755552545498,NA,0.900389007076834,NA,NA,NA,0.729922117497864,NA,0.509548837047411,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,-0.0559138816614239,-0.400795591522876,-0.795522977831238
NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.960786065001592,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,0.974505035702384,NA,NA,NA,NA,NA,0.861032231382935,NA,NA,1,NA,NA,NA,NA,NA,0.956845001390749,1,NA,NA,NA,NA,NA,NA,218,-0.396838954429942,0.279204267447799,1.46124602457482
NA,NA,0.886648246264333,NA,1,NA,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,1,0.788479020654987,NA,NA,NA,NA,NA,NA,0.868674400590042,NA,NA,NA,NA,NA,NA,219,0.870828665137811,0.170950977747545,0.303656392209112
NA,NA,NA,NA,NA,NA,0.91999942825251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0.707091041886966,0,NA,NA,0.943982725789498,NA,NA,0,NA,NA,0,NA,0,NA,NA,0.919740476466632,NA,NA,NA,NA,NA,NA,220,0.247084692574584,0.84338646265782,-0.0490520526662098
NA,NA,0.949549879889358,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,0.843836724226945,NA,NA,NA,NA,NA,1,NA,0.888408061271767,NA,NA,NA,1,0.957601483922818,NA,0.497974706684661,NA,NA,NA,NA,NA,NA,221,0.224826237796715,0.384944750479059,0.0611103384011262
NA,0.961609230029298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895338890976923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0.950657285953238,0.808214039426138,0.775560072966319,NA,0.942997219468367,NA,0.764209627414741,NA,NA,NA,0.971129503853883,NA,NA,NA,NA,NA,NA,NA,222,0.13758445753882,-0.250650663406937,0.217975167088779
NA,NA,NA,NA,NA,NA,1,0,NA,NA,0.887529172998716,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.902106748204703,NA,NA,1,NA,NA,NA,NA,NA,0.98446734976506,1,NA,NA,NA,NA,0.843835492438815,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,-1.6692237603727,0.622045985432122,0.11237633469887
NA,NA,NA,0.826502754280859,NA,NA,0.599002818771531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602845140140072,NA,NA,NA,0,0,0.539417310712673,0.855419073830832,NA,NA,NA,NA,NA,0,NA,0.798325527486966,NA,NA,NA,NA,NA,NA,NA,0.856866528262119,NA,224,-0.404336810898358,0.390556298528949,-2.10479102803376
0,0.910490026147154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868456213287419,NA,0.953274950830478,NA,NA,NA,0.817110694501,NA,0,NA,NA,NA,0.873364932282539,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,225,-1.08922013189115,-0.977260039074877,-0.309148016976643
1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.976237154819513,NA,0.891794797816762,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.946457751262065,NA,NA,1,NA,NA,NA,NA,NA,0.978626747478761,NA,NA,NA,226,1.62302947006161,0.244173447318986,1.59568589558046
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923554437349342,NA,NA,NA,1,0.696142337663658,NA,NA,NA,NA,0.872174469825217,NA,0,NA,NA,0.824808441909865,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0.733758492813332,0.807720968617778,NA,NA,NA,NA,227,0.550497027575638,-0.970268343306172,-0.785183300852929
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87975416075708,NA,1,NA,NA,NA,0.856940214162452,NA,NA,0.795827461988514,NA,NA,NA,0.789843118265357,NA,NA,0.591645710800307,NA,NA,NA,0,0.743154062000823,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.813917235787583,NA,NA,228,-1.62176702951268,-1.00348469382133,-1.39776351738164
NA,NA,NA,NA,NA,NA,0.947619496306452,NA,NA,0,NA,NA,NA,0.929114541978716,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,0.93340211467824,NA,0.957013510466104,NA,229,2.16345373586773,1.94237482990319,0.540953768666885
NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.883757306801423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.854809556071514,NA,NA,NA,0,0,NA,NA,0.747614188440341,0.304880461516932,0.739875085902374,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,230,-0.627299198743574,-0.902580810937224,-1.35182454973876
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.924671678017969,NA,NA,NA,NA,NA,1,NA,NA,0.877214630100584,NA,NA,NA,NA,0.869773582053125,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.794479672624681,0.968409426370202,NA,NA,231,-0.241805263069034,0.107190176643596,-0.106939012506409
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0556623245377841,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.669116031178836,0.644677718742817,0.589635990203988,NA,0,NA,NA,0,NA,NA,NA,NA,0,0.475679754465261,232,-0.86644352534367,-1.26566467960904,-1.9799932059847
NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,0.98160442979475,NA,NA,0,NA,NA,NA,0.893350903866675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,233,1.15666343107587,0.589335085797383,1.68870551987052
NA,NA,NA,0.750961069035544,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0.403502704309028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.944198986747293,NA,NA,0.632052046183651,0,234,-0.814696012057764,0.167168671095622,-0.225319204843339
NA,0.886353065207745,NA,NA,NA,0,NA,0.934774291171591,0.933273347335689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.815998501949188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976269267151252,NA,1,1,0.933387555800582,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,235,1.48951520870052,0.696269999117402,0.373858322362297
NA,NA,0.971513708807072,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.899660908583535,NA,NA,1,NA,NA,NA,0.743525103201538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83895181037395,NA,NA,NA,0.873175894599217,NA,1,1,NA,NA,NA,NA,236,0.549463366021895,0.467520628016396,-0.0494811336200944
NA,0.933063231533061,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,0.973851508821788,NA,NA,NA,0.95333331556421,NA,1,NA,NA,NA,NA,NA,NA,NA,0.923268543667553,NA,NA,NA,NA,0.970569175039222,NA,NA,NA,237,1.51886881365355,0.17986913085122,1.28391393898046
NA,NA,NA,NA,1,NA,NA,0.990828145916092,NA,0,NA,NA,0.96525899744528,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.965164136237586,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.860505925486436,NA,NA,NA,0.982654426869161,0.952095891634004,NA,238,0.323690020741291,1.12916881246234,1.10858162596624
NA,NA,NA,NA,NA,1,0.844962322679213,NA,NA,NA,NA,NA,0.957980831841692,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,0.721042694576634,0.783593935034913,1,NA,NA,NA,0.854451245835196,NA,NA,239,-0.978350008313923,0.130098170877564,-1.05863891541749
1,0.961709105867857,0,0.723152652001873,NA,NA,NA,NA,NA,NA,NA,0,NA,0.61402578063131,NA,NA,NA,0.944989641726094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.949199616504742,NA,NA,NA,0.889082680171217,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,-1.54774995239757,-0.978406121852205,0.485979220853427
0.766226054210926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.776846665563954,NA,NA,NA,NA,0,NA,0,NA,NA,NA,1,0.940273781515482,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.84866345112042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0.806900131201369,1.40336820604231,-0.230757494660797
NA,0.945546186127196,NA,0.964589814510427,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.958895496888148,NA,NA,NA,NA,0.964669615436243,NA,NA,1,1,NA,NA,0.951435541124575,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0.311811081013354,0.791475457008117,0.73061835242032
NA,NA,0,NA,NA,NA,NA,0.930999400669784,NA,NA,NA,NA,0.894150739006081,0.850049053162942,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.976683268224832,0,0,243,1.01093680746228,0.116468415655095,-0.0820898067413899
NA,NA,NA,NA,NA,0,NA,0.833207425173327,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.710030991823872,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,244,-2.06502019315257,-0.908120602506009,-1.7572295189392
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,0.981980740164761,0,NA,1,NA,1,NA,1,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,245,0.6438919643861,0.993157671814833,1.54684112705055
NA,NA,0.922837300859586,NA,NA,NA,0.946512344858833,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.864988475607996,NA,NA,NA,NA,NA,NA,NA,0.927177816292493,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0.864174567130012,246,1.26624804715959,1.41907857717526,0.83115597944395
NA,NA,0.97269402788902,NA,NA,1,NA,0.951154892071089,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.808408191838317,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247,-0.861579159450146,0.308905179089731,0.270445034774156
NA,NA,NA,1,NA,0.988727946190207,NA,NA,0,NA,NA,NA,0.978239475836715,NA,0.966373336205258,NA,NA,0.97028507366291,0.968596728152984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.957847449399685,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,248,0.595494719596007,0.902984314771764,0.827267257329532
NA,0.949724631705176,NA,NA,NA,NA,NA,NA,0.802831364066838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0.841681240845491,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.946884056306973,0.893579327553934,NA,NA,NA,NA,NA,1,NA,NA,249,-0.381078895327053,-0.149090739138349,-0.284125591675529
NA,NA,NA,0.939885057005233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.984354876358484,NA,NA,NA,1,0.969509532588159,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0.957610921792034,NA,1,NA,NA,NA,0.971741827014377,NA,NA,250,1.09818620611334,-0.227958326138746,0.751757655033085
NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,0.825823169196037,1,0.887435348235976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919058488802911,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0.598185415496071,NA,251,-0.524988455300251,-0.0839881397354971,-0.771357510790388
0.879105870617509,0.657337795149052,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.938931181343129,NA,NA,NA,0.929572498632407,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577967309009607,0.922367685837941,NA,0,NA,NA,252,0.924091555306854,-0.13049876794274,-0.166822881071662
NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,NA,NA,0.872933806630708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879855448523495,NA,NA,NA,NA,NA,0,NA,NA,NA,0.24504955107306,NA,NA,NA,0.711767622468706,0,NA,NA,NA,NA,NA,NA,NA,0.765941070273045,NA,NA,253,-0.884577042716797,-1.08479838069555,-1.59863385393059
NA,0.930094774194247,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.802339713932768,0.942064166156308,NA,NA,NA,0.870592244049537,NA,NA,NA,0.864734003856685,0.92708579534114,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,1.58593618404307,0.698329721185884,-0.542133146468937
